id,unit_id,timestamp,timestamp_start,timestamp_end,car_id,car_arm,rfid_tag
232,002B000A4230501820313335,2025-08-11 06:23:40.500000,2025-08-11 06:23:36,2025-08-11 06:23:45,103,L,X6ZAEZ002670
233,002B000A4230501820313335,2025-08-11 06:23:58.500000,2025-08-11 06:23:54,2025-08-11 06:24:03,103,L,X6ZAEZ000577
234,002B000A4230501820313335,2025-08-11 06:25:04.500000,2025-08-11 06:25:00,2025-08-11 06:25:09,103,L,X6ZAEZ001615
235,002B000A4230501820313335,2025-08-11 06:26:47,2025-08-11 06:26:37,2025-08-11 06:26:57,103,L,X6ZAEZ002752
236,002B000A4230501820313335,2025-08-11 06:27:17,2025-08-11 06:27:09,2025-08-11 06:27:25,103,L,X6ZAEZ002666
238,002B000A4230501820313335,2025-08-11 06:27:49,2025-08-11 06:27:41,2025-08-11 06:27:57,103,L,X6ZAEZ002397
239,002B000A4230501820313335,2025-08-11 06:28:16.500000,2025-08-11 06:28:11,2025-08-11 06:28:22,103,L,X6ZAEZ002752
241,002B000A4230501820313335,2025-08-11 06:30:18.500000,2025-08-11 06:30:14,2025-08-11 06:30:23,103,L,X6ZAEZ001157
243,002B000A4230501820313335,2025-08-11 06:31:40.500000,2025-08-11 06:31:36,2025-08-11 06:31:45,103,L,X6ZAEZ001163
244,002B000A4230501820313335,2025-08-11 06:33:53.500000,2025-08-11 06:33:49,2025-08-11 06:33:58,103,L,X6ZAEZ002114
245,002B000A4230501820313335,2025-08-11 06:34:28,2025-08-11 06:34:24,2025-08-11 06:34:32,103,L,X6ZAEZ002111
246,002B000A4230501820313335,2025-08-11 06:36:14.500000,2025-08-11 06:36:10,2025-08-11 06:36:19,103,L,X6ZACZ001633
248,002B000A4230501820313335,2025-08-11 06:36:28,2025-08-11 06:36:23,2025-08-11 06:36:33,103,L,X6ZAEZ002489
249,002B000A4230501820313335,2025-08-11 06:37:21.500000,2025-08-11 06:37:17,2025-08-11 06:37:26,103,L,X6ZAEZ002070
250,002B000A4230501820313335,2025-08-11 06:38:12.500000,2025-08-11 06:38:08,2025-08-11 06:38:17,103,L,X6ZAEZ002671
251,002B000A4230501820313335,2025-08-11 06:38:46.500000,2025-08-11 06:38:42,2025-08-11 06:38:51,103,L,X6ZAEZ000966
253,002B000A4230501820313335,2025-08-11 06:40:10.500000,2025-08-11 06:40:06,2025-08-11 06:40:15,103,L,X6ZAKZ000003
254,002B000A4230501820313335,2025-08-11 06:40:42.500000,2025-08-11 06:40:38,2025-08-11 06:40:47,103,L,X6ZADZ000870
255,002B000A4230501820313335,2025-08-11 06:40:58.500000,2025-08-11 06:40:54,2025-08-11 06:41:03,103,L,X6ZAEZ002694
256,002B000A4230501820313335,2025-08-11 06:41:14.500000,2025-08-11 06:41:10,2025-08-11 06:41:19,103,L,X6ZAEZ002181
257,002B000A4230501820313335,2025-08-11 06:44:27.500000,2025-08-11 06:44:23,2025-08-11 06:44:32,103,L,X6ZAEZ000155
258,002B000A4230501820313335,2025-08-11 06:45:34,2025-08-11 06:45:29,2025-08-11 06:45:39,103,L,X6ZAEZ000297
259,002B000A4230501820313335,2025-08-11 06:48:23.500000,2025-08-11 06:48:14,2025-08-11 06:48:33,103,L,X6ZAEZ000458
260,002B000A4230501820313335,2025-08-11 06:48:45,2025-08-11 06:48:40,2025-08-11 06:48:50,103,L,X6ZAEZ000443
261,002B000A4230501820313335,2025-08-11 06:53:23,2025-08-11 06:53:14,2025-08-11 06:53:32,103,L,X6ZAEZ000460
262,002B000A4230501820313335,2025-08-11 06:53:42.500000,2025-08-11 06:53:38,2025-08-11 06:53:47,103,L,X6ZAEZ000457
263,002B000A4230501820313335,2025-08-11 06:58:33.500000,2025-08-11 06:58:26,2025-08-11 06:58:41,103,L,X6ZAEZ000076
264,002B000A4230501820313335,2025-08-11 06:58:55.500000,2025-08-11 06:58:51,2025-08-11 06:59:00,103,L,X6ZAEZ000113
60,002B000A4230501820313335,2025-08-11 07:01:03.500000,2025-08-11 07:00:57,2025-08-11 07:01:10,103,L,X6ZAEZ000145
61,002B000A4230501820313335,2025-08-11 07:01:20.500000,2025-08-11 07:01:16,2025-08-11 07:01:25,103,L,X6ZAEZ000139
62,002B000A4230501820313335,2025-08-11 07:02:57,2025-08-11 07:02:53,2025-08-11 07:03:01,103,L,X6ZAEZ002161
63,002B000A4230501820313335,2025-08-11 07:03:40,2025-08-11 07:03:35,2025-08-11 07:03:45,103,L,X6ZAEZ000576
64,002B000A4230501820313335,2025-08-11 07:03:55,2025-08-11 07:03:51,2025-08-11 07:03:59,103,L,X6ZAEZ000592
65,002B000A4230501820313335,2025-08-11 07:04:44.500000,2025-08-11 07:04:39,2025-08-11 07:04:50,103,L,X6ZAEZ002660
66,002B000A4230501820313335,2025-08-11 07:05:00,2025-08-11 07:04:56,2025-08-11 07:05:04,103,L,X6ZAEZ001991
67,002B000A4230501820313335,2025-08-11 07:07:34.500000,2025-08-11 07:07:30,2025-08-11 07:07:39,103,L,X6ZAEZ000110
68,002B000A4230501820313335,2025-08-11 07:07:49.500000,2025-08-11 07:07:45,2025-08-11 07:07:54,103,L,X6ZAEZ000123
69,002B000A4230501820313335,2025-08-11 07:08:27.500000,2025-08-11 07:08:21,2025-08-11 07:08:34,103,L,X6ZAEZ000132
70,002B000A4230501820313335,2025-08-11 07:08:46,2025-08-11 07:08:42,2025-08-11 07:08:50,103,L,X6ZAEZ000025
71,002B000A4230501820313335,2025-08-11 07:10:13.500000,2025-08-11 07:10:07,2025-08-11 07:10:20,103,L,X6ZAEZ000561
72,002B000A4230501820313335,2025-08-11 07:10:32.500000,2025-08-11 07:10:28,2025-08-11 07:10:37,103,L,X6ZAEZ000089
73,002B000A4230501820313335,2025-08-11 07:10:59,2025-08-11 07:10:50,2025-08-11 07:11:08,103,L,X6ZAEZ000091
74,002B000A4230501820313335,2025-08-11 07:12:01,2025-08-11 07:11:57,2025-08-11 07:12:05,103,L,X6ZAEZ000100
75,002B000A4230501820313335,2025-08-11 07:12:16,2025-08-11 07:12:12,2025-08-11 07:12:20,103,L,X6ZAEZ000112
76,002B000A4230501820313335,2025-08-11 07:12:36,2025-08-11 07:12:32,2025-08-11 07:12:40,103,L,X6ZAEZ000101
77,002B000A4230501820313335,2025-08-11 07:13:20.500000,2025-08-11 07:13:16,2025-08-11 07:13:25,103,L,X6ZAEZ000099
78,002B000A4230501820313335,2025-08-11 07:13:36.500000,2025-08-11 07:13:32,2025-08-11 07:13:41,103,L,X6ZAEZ000088
79,002B000A4230501820313335,2025-08-11 07:14:43,2025-08-11 07:14:39,2025-08-11 07:14:47,103,L,X6ZAEZ000087
80,002B000A4230501820313335,2025-08-11 07:14:58,2025-08-11 07:14:54,2025-08-11 07:15:02,103,L,X6ZAEZ000277
81,002B000A4230501820313335,2025-08-11 07:15:13.500000,2025-08-11 07:15:09,2025-08-11 07:15:18,103,L,X6ZAEZ000098
82,002B000A4230501820313335,2025-08-11 07:15:49.500000,2025-08-11 07:15:45,2025-08-11 07:15:54,103,L,X6ZAEZ002680
83,002B000A4230501820313335,2025-08-11 07:16:03.500000,2025-08-11 07:15:59,2025-08-11 07:16:08,103,L,X6ZAEZ000441
84,002B000A4230501820313335,2025-08-11 07:16:41,2025-08-11 07:16:37,2025-08-11 07:16:45,103,L,X6ZAEZ000875
85,002B000A4230501820313335,2025-08-11 07:16:57.500000,2025-08-11 07:16:53,2025-08-11 07:17:02,103,L,X6ZAEZ002791
86,002B000A4230501820313335,2025-08-11 07:19:13,2025-08-11 07:19:09,2025-08-11 07:19:17,103,L,X6ZAEZ000291
87,002B000A4230501820313335,2025-08-11 07:19:29.500000,2025-08-11 07:19:25,2025-08-11 07:19:34,103,L,X6ZAEZ000306
88,002B000A4230501820313335,2025-08-11 07:19:46,2025-08-11 07:19:40,2025-08-11 07:19:52,103,L,X6ZAEZ000310
89,002B000A4230501820313335,2025-08-11 07:20:03,2025-08-11 07:19:58,2025-08-11 07:20:08,103,L,X6ZAEZ000289
90,002B000A4230501820313335,2025-08-11 07:21:02,2025-08-11 07:20:55,2025-08-11 07:21:09,103,L,X6ZAEZ002686
91,002B000A4230501820313335,2025-08-11 07:21:34,2025-08-11 07:21:25,2025-08-11 07:21:43,103,L,X6ZAEZ000301
92,002B000A4230501820313335,2025-08-11 07:21:56,2025-08-11 07:21:52,2025-08-11 07:22:00,103,L,X6ZAEZ002226
93,002B000A4230501820313335,2025-08-11 07:22:18.500000,2025-08-11 07:22:14,2025-08-11 07:22:23,103,L,X6ZAEZ000290
94,002B000A4230501820313335,2025-08-11 07:26:07.500000,2025-08-11 07:26:01,2025-08-11 07:26:14,103,L,X6ZAEZ000149
95,002B000A4230501820313335,2025-08-11 07:26:47.500000,2025-08-11 07:26:43,2025-08-11 07:26:52,103,L,X6ZAEZ000150
96,002B000A4230501820313335,2025-08-11 07:27:24.500000,2025-08-11 07:27:15,2025-08-11 07:27:34,103,L,X6ZAEZ000199
97,002B000A4230501820313335,2025-08-11 07:28:13.500000,2025-08-11 07:28:09,2025-08-11 07:28:18,103,L,X6ZAEZ001913
98,002B000A4230501820313335,2025-08-11 07:28:49,2025-08-11 07:28:40,2025-08-11 07:28:58,103,L,X6ZAEZ000188
99,002B000A4230501820313335,2025-08-11 07:29:38.500000,2025-08-11 07:29:34,2025-08-11 07:29:43,103,L,X6ZAEZ000208
100,002B000A4230501820313335,2025-08-11 07:30:13.500000,2025-08-11 07:30:07,2025-08-11 07:30:20,103,L,X6ZAEZ000206
101,002B000A4230501820313335,2025-08-11 07:30:56.500000,2025-08-11 07:30:52,2025-08-11 07:31:01,103,L,X6ZAEZ000207
102,002B000A4230501820313335,2025-08-11 07:32:03,2025-08-11 07:31:58,2025-08-11 07:32:08,103,L,X6ZAEZ000209
103,002B000A4230501820313335,2025-08-11 07:32:25.500000,2025-08-11 07:32:20,2025-08-11 07:32:31,103,L,X6ZAEZ000201
104,002B000A4230501820313335,2025-08-11 07:32:50.500000,2025-08-11 07:32:43,2025-08-11 07:32:58,103,L,X6ZAEZ000211
105,002B000A4230501820313335,2025-08-11 07:33:12,2025-08-11 07:33:08,2025-08-11 07:33:16,103,L,X6ZAEZ000151
106,002B000A4230501820313335,2025-08-11 07:33:29,2025-08-11 07:33:24,2025-08-11 07:33:34,103,L,X6ZAEZ000205
107,002B000A4230501820313335,2025-08-11 07:34:12,2025-08-11 07:34:03,2025-08-11 07:34:21,103,L,X6ZAEZ000262
108,002B000A4230501820313335,2025-08-11 07:34:32.500000,2025-08-11 07:34:28,2025-08-11 07:34:37,103,L,X6ZAEZ000266
109,002B000A4230501820313335,2025-08-11 07:38:00,2025-08-11 07:37:55,2025-08-11 07:38:05,103,L,X6ZAEZ000204
110,002B000A4230501820313335,2025-08-11 07:38:42.500000,2025-08-11 07:38:38,2025-08-11 07:38:47,103,L,X6ZAEZ000120
111,002B000A4230501820313335,2025-08-11 07:39:01.500000,2025-08-11 07:38:57,2025-08-11 07:39:06,103,L,X6ZAEZ000134
112,002B000A4230501820313335,2025-08-11 07:39:19,2025-08-11 07:39:14,2025-08-11 07:39:24,103,L,X6ZAEZ000131
113,002B000A4230501820313335,2025-08-11 07:42:41.500000,2025-08-11 07:42:33,2025-08-11 07:42:50,103,L,X6ZAEZ002631
114,002B000A4230501820313335,2025-08-11 07:43:12,2025-08-11 07:43:08,2025-08-11 07:43:16,103,L,
115,002B000A4230501820313335,2025-08-11 07:43:27.500000,2025-08-11 07:43:23,2025-08-11 07:43:32,103,L,X6ZAEZ000058
116,002B000A4230501820313335,2025-08-11 07:43:44.500000,2025-08-11 07:43:40,2025-08-11 07:43:49,103,L,X6ZAEZ000055
117,002B000A4230501820313335,2025-08-11 07:44:01,2025-08-11 07:43:57,2025-08-11 07:44:05,103,L,X6ZAEZ000079
118,002B000A4230501820313335,2025-08-11 07:45:10,2025-08-11 07:45:06,2025-08-11 07:45:14,103,L,X6ZAEZ002780
119,002B000A4230501820313335,2025-08-11 07:45:26,2025-08-11 07:45:22,2025-08-11 07:45:30,103,L,X6ZAEZ000197
120,002B000A4230501820313335,2025-08-11 07:45:43.500000,2025-08-11 07:45:39,2025-08-11 07:45:48,103,L,X6ZAEZ000193
121,002B000A4230501820313335,2025-08-11 07:46:03,2025-08-11 07:45:56,2025-08-11 07:46:10,103,L,X6ZAEZ002672
122,002B000A4230501820313335,2025-08-11 07:46:27,2025-08-11 07:46:20,2025-08-11 07:46:34,103,L,X6ZAEZ000195
123,002B000A4230501820313335,2025-08-11 07:47:29.500000,2025-08-11 07:47:25,2025-08-11 07:47:34,103,L,X6ZAEZ000196
124,002B000A4230501820313335,2025-08-11 07:47:47,2025-08-11 07:47:43,2025-08-11 07:47:51,103,L,X6ZAEZ000192
125,002B000A4230501820313335,2025-08-11 07:48:09,2025-08-11 07:48:04,2025-08-11 07:48:14,103,L,X6ZAEZ000194
