id,unit_id,timestamp,timestamp_start,timestamp_end,car_id,car_arm,rfid_tag
1,002900373433511230353832,2025-05-19 06:00:13.500000,2025-05-19 06:00:07,2025-05-19 06:00:20,003,B,X6PDEZ001021
2,002900373433511230353832,2025-05-19 06:03:29.500000,2025-05-19 06:03:25,2025-05-19 06:03:34,003,B,X6PDEZ001116
3,002900373433511230353832,2025-05-19 06:03:48,2025-05-19 06:03:44,2025-05-19 06:03:52,003,B,X6PDEZ001112
4,002900373433511230353832,2025-05-19 06:06:16.500000,2025-05-19 06:06:06,2025-05-19 06:06:27,003,B,X6PDEZ001055
5,002900373433511230353832,2025-05-19 06:08:19.500000,2025-05-19 06:08:11,2025-05-19 06:08:28,003,B,X6PDEZ001057
6,002900373433511230353832,2025-05-19 06:09:09,2025-05-19 06:09:05,2025-05-19 06:09:13,003,B,X6PDEZ001053
7,002900373433511230353832,2025-05-19 06:10:22.500000,2025-05-19 06:10:19,2025-05-19 06:10:26,003,B,X6PDEZ001170
8,002900373433511230353832,2025-05-19 06:12:25.500000,2025-05-19 06:12:22,2025-05-19 06:12:29,003,B,X6PDEZ001169
303,002900373433511230353832,2025-05-19 06:15:45.500000,2025-05-19 06:15:42,2025-05-19 06:15:49,003,L,
9,002900373433511230353832,2025-05-19 06:16:24.500000,2025-05-19 06:16:12,2025-05-19 06:16:37,003,B,X6PDEZ001050
10,002900373433511230353832,2025-05-19 06:17:26.500000,2025-05-19 06:17:18,2025-05-19 06:17:35,003,B,X6PDEZ001045
304,002900373433511230353832,2025-05-19 06:18:03.500000,2025-05-19 06:17:49,2025-05-19 06:18:18,003,L,
11,002900373433511230353832,2025-05-19 06:23:39.500000,2025-05-19 06:23:37,2025-05-19 06:23:42,003,L,X6PDBZ003117
12,002900373433511230353832,2025-05-19 06:23:59,2025-05-19 06:23:57,2025-05-19 06:24:01,003,L,X6PDBZ002994
13,002900373433511230353832,2025-05-19 06:25:21,2025-05-19 06:25:16,2025-05-19 06:25:26,003,B,X6PDEZ000657
14,002900373433511230353832,2025-05-19 06:25:54,2025-05-19 06:25:45,2025-05-19 06:26:03,003,B,X6PDEZ001266
15,002900373433511230353832,2025-05-19 06:26:28,2025-05-19 06:26:23,2025-05-19 06:26:33,003,B,X6PDEZ000777
16,002900373433511230353832,2025-05-19 06:27:36,2025-05-19 06:27:26,2025-05-19 06:27:46,003,B,X6PDEZ000771
17,002900373433511230353832,2025-05-19 06:29:46,2025-05-19 06:29:42,2025-05-19 06:29:50,003,B,X6PDEZ000610
18,002900373433511230353832,2025-05-19 06:30:12,2025-05-19 06:30:08,2025-05-19 06:30:16,003,B,X6PDEZ000753
19,002900373433511230353832,2025-05-19 06:31:44,2025-05-19 06:31:35,2025-05-19 06:31:53,003,B,X6PDEZ000639
20,002900373433511230353832,2025-05-19 06:34:23,2025-05-19 06:34:19,2025-05-19 06:34:27,003,B,X6PDEZ000776
21,002900373433511230353832,2025-05-19 06:35:46,2025-05-19 06:35:35,2025-05-19 06:35:57,003,B,X6PDEZ000772
22,002900373433511230353832,2025-05-19 06:36:16,2025-05-19 06:36:12,2025-05-19 06:36:20,003,B,X6PDEZ000788
23,002900373433511230353832,2025-05-19 06:36:44.500000,2025-05-19 06:36:35,2025-05-19 06:36:54,003,B,X6PDEZ000775
24,002900373433511230353832,2025-05-19 06:37:53,2025-05-19 06:37:44,2025-05-19 06:38:02,003,B,X6PDEZ000784
25,002900373433511230353832,2025-05-19 06:38:16,2025-05-19 06:38:12,2025-05-19 06:38:20,003,B,X6PDEZ000789
26,002900373433511230353832,2025-05-19 06:39:44.500000,2025-05-19 06:39:33,2025-05-19 06:39:56,003,B,X6PDEZ000790
27,002900373433511230353832,2025-05-19 06:40:23,2025-05-19 06:40:14,2025-05-19 06:40:32,003,B,X6PDEZ000783
28,002900373433511230353832,2025-05-19 06:42:08.500000,2025-05-19 06:42:08,2025-05-19 06:42:09,003,L,X6PDDZ000025
30,002900373433511230353832,2025-05-19 06:44:13,2025-05-19 06:43:59,2025-05-19 06:44:27,003,B,X6PDEZ000778
31,002900373433511230353832,2025-05-19 06:44:50.500000,2025-05-19 06:44:46,2025-05-19 06:44:55,003,B,X6PDEZ000748
32,002900373433511230353832,2025-05-19 06:45:27,2025-05-19 06:45:17,2025-05-19 06:45:37,003,B,X6PDEZ000755
33,002900373433511230353832,2025-05-19 06:47:25,2025-05-19 06:47:20,2025-05-19 06:47:30,003,B,X6PDEZ000740
34,002900373433511230353832,2025-05-19 06:48:19,2025-05-19 06:48:14,2025-05-19 06:48:24,003,B,X6PDEZ000742
35,002900373433511230353832,2025-05-19 06:48:39.500000,2025-05-19 06:48:36,2025-05-19 06:48:43,003,B,X6PDEZ000741
